,First,End,FirstWord,EndWord,FirstCUI,EndCUI,Distance,ScoreUMLS,Sentence,Document,Label
2537,857,861,ad,treatment,C0002395,C0039798,10,0,137,28289834,AQ
2538,43,44,implantation,prosthesis,C0021107,C0175649,3,1,10,29052063,RO
2539,49,50,implantation,prosthesis,C0021107,C0175649,3,1,11,29052063,RO
2540,56,58,prosthesis,implantation,C0175649,C0021107,9,0,13,29052063,RO
2541,83,84,method,technique,C0025663,C0449851,5,0,18,29052063,RO
2542,91,93,overweight people,obese,C0497406,C0028754,9,0,20,29052063,RQ
2543,91,93,overweight people,obese,C0497406,C0028754,9,0,20,29052063,CHD
2544,91,93,overweight people,obese,C0497406,C0028754,9,0,20,29052063,RO
2545,104,108,obese,operative procedure,C0028754,C0038895,11,0,22,29052063,AQ
2546,104,109,obese,bariatric surgery,C0028754,C1456587,13,0,22,29052063,RQ
2547,104,109,obese,bariatric surgery,C0028754,C1456587,13,0,22,29052063,RO
2548,108,109,operative procedure,bariatric surgery,C0038895,C1456587,1,0,22,29052063,RO
2549,120,122,procedure,laparoscopic gastric,C0025664,C0031150,7,0,24,29052063,QB
2550,201,205,fistula/leak—the fistula,fistula,C0016169,C0016169,9,0,35,29052063,RQ
2551,201,205,fistula/leak—the fistula,fistula,C0016169,C0016169,9,0,35,29052063,SY
2552,205,209,fistula,endoscopic treatment,C0016169,C0039798,11,0,35,29052063,AQ
2553,208,209,peritonitis,endoscopic treatment,C0031154,C0039798,4,2,35,29052063,AQ
2554,232,238,diagnose,diagnosis,C0011900,C0011900,19,0,39,29052063,RQ
2555,232,238,diagnose,diagnosis,C0011900,C0011900,19,0,39,29052063,SY
2556,290,292,pylorus,duodenum,C0034196,C0013303,7,1,47,29052063,RO
2557,323,324,stenting procedure,stente procedure,C0184661,C0184661,2,1,53,29052063,SY
2558,330,336,stenting procedure,endoscopic stenting,C0184661,C0014245,18,0,53,29052063,CHD
2559,345,346,nausea,vomiting,C0027497,C0042963,1,0,55,29052063,RO
2560,367,370,stent,whole prosthesis,C0038257,C0175649,14,0,58,29052063,PAR
2561,421,422,die,demise,C0011065,C0015927,2,0,69,29052063,CHD
2562,423,426,multi-organ failure,endoscopic treatment,C0026766,C0039798,7,0,69,29052063,AQ
2563,462,464,kidney failure,multi-organ failure,C0035078,C0026766,3,2,74,29052063,CHD
2564,462,464,kidney failure,multi-organ failure,C0035078,C0026766,3,2,74,29052063,RN
2565,482,486,persistent peritonitis,peritoneal drainage,C0031154,C0031153,9,0,79,29052063,RO
2566,564,565,stent,MEGA stent,C0038257,C0038257,4,0,91,29052063,SY
2567,576,578,treatment,adhesion,C0039798,C0001511,8,0,96,29052063,QB
2568,583,584,fistula,treatment,C0016169,C0039798,1,1,97,29052063,AQ
2569,584,586,treatment,fistula,C0039798,C0016169,9,0,97,29052063,QB
2570,593,594,procedure,endo-vac technique,C0184661,C0449851,3,1,99,29052063,RO
2571,628,629,technique,method,C0449851,C0025663,4,0,105,29052063,RO
2572,8,11,safety,prevention,C0036043,C0199176,10,0,1,34379874,RO
2573,89,91,pelvic anatomy,surgical technique,C0039055,C0025664,4,0,15,34379874,AQ
2574,100,102,surgical technique,chemoradiotherapy,C0025664,C0436307,3,0,16,34379874,QB
2575,100,104,surgical technique,adjuvant chemotherapy,C0025664,C0085533,6,0,16,34379874,QB
2576,118,122,anastomotic leakage,treatment,C0919691,C0039798,11,2,18,34379874,AQ
2577,133,136,reduce,decrease,C0392756,C0547047,4,0,19,34379874,RO
2578,152,157,Rectum,rectal cancer,C0034896,C0007113,10,1,21,34379874,RO
2579,225,226,intestine,anus,C0021853,C0003461,3,0,29,34379874,CHD
2580,225,226,intestine,anus,C0021853,C0003461,3,0,29,34379874,RN
2581,226,231,anus,intestine,C0003461,C0021853,12,1,29,34379874,PAR
2582,226,231,anus,intestine,C0003461,C0021853,12,1,29,34379874,RB
2583,251,253,safety,prevent,C0036043,C0199176,6,0,32,34379874,RO
2584,294,296,anastomotic leakage,c anastomotic leakage,C0919691,C0919691,8,0,36,34379874,SY
2585,315,317,haemorrhage,rectal haemorrhage,C0019080,C0267596,11,0,41,34379874,CHD
2586,315,317,haemorrhage,rectal haemorrhage,C0019080,C0267596,11,0,41,34379874,RN
2587,343,345,anastomotic leakage,anastomotic region,C0919691,C0677554,8,0,44,34379874,RO
2588,351,354,symptomatic,clinical symptom,C0231220,C1457887,6,0,46,34379874,RO
2589,360,361,drug therapy,antibiotic,C0013216,C0003232,3,0,47,34379874,CHD
2590,364,367,symptomatic,clinical symptom,C0231220,C1457887,6,0,48,34379874,RO
2591,385,387,anastomotic leakage,anastomotic region,C0919691,C0677554,3,0,50,34379874,RO
2592,401,407,anastomotic leakage,treatment,C0919691,C0039798,15,0,53,34379874,AQ
2593,422,423,rectum,biopsy,C0034896,C0005558,2,0,54,34379874,RO
2594,422,430,rectum,rectal resection,C0034896,C0193062,19,0,54,34379874,RO
2595,431,438,treatment,ileus,C0039798,C1258215,15,0,54,34379874,QB
2596,656,658,figure 1,Figure 2,C0242821,C0242821,8,0,87,34379874,RQ
2597,656,658,figure 1,Figure 2,C0242821,C0242821,8,0,87,34379874,SY
2598,731,734,anastomotic leakage,treatment,C0919691,C0039798,6,0,100,34379874,AQ
2599,734,736,treatment,anastomotic leakage,C0039798,C0919691,11,0,100,34379874,QB
2600,789,792,anastomotic leakage,anastomotic region,C0919691,C0677554,8,0,109,34379874,RO
2601,791,793,haemorrhage,rectal haemorrhage,C0019080,C0267596,6,0,109,34379874,CHD
2602,791,793,haemorrhage,rectal haemorrhage,C0019080,C0267596,6,0,109,34379874,RN
2603,823,827,staple anastomosis,anastomotic region,C0677554,C0677554,14,1,113,34379874,SY
2604,838,839,rectal haemorrhage,haemorrhage,C0267596,C0019080,2,0,114,34379874,PAR
2605,838,839,rectal haemorrhage,haemorrhage,C0267596,C0019080,2,0,114,34379874,RB
2606,877,878,anastomotic leakage,anastomotic level,C0919691,C0677554,2,0,119,34379874,RO
2607,878,882,anastomotic level,anastomosis,C0677554,C0332853,9,1,119,34379874,RO
2608,878,884,anastomotic level,anastomosis,C0677554,C0332853,13,0,119,34379874,RO
2609,897,902,reduce,decrease,C0392756,C0205216,17,0,120,34379874,RO
2610,908,911,drain,drainage,C0013103,C0012621,10,0,122,34379874,RO
2611,915,919,risk,incidence,C0035647,C0021149,12,0,122,34379874,RO
2612,1115,1117,data management,datum management,C0596404,C0596404,6,0,149,34379874,SY
2613,1117,1121,datum management,Data Management,C0596404,C0596404,12,0,149,34379874,SY
2614,138,139,clinical trial,meta-analyse,C0008976,C0920317,1,0,23,30738589,RO
2615,188,190,ileostomy,enterostomy,C0020883,C0014370,6,0,29,30738589,PAR
2616,248,250,study design,sample size,C0035171,C0242618,2,0,36,30738589,CHD
2617,385,389,meta-analysis,Meta-analyses,C0282458,C0920317,14,0,59,30738589,RQ
2618,385,389,meta-analysis,Meta-analyses,C0282458,C0920317,14,0,59,30738589,RO
2619,501,505,anastomotic leakage rate,anastomotic leakage,C0919691,C0919691,11,0,87,30738589,SY
2620,514,518,anastomotic leakage rate,anastomotic leakage,C0919691,C0919691,11,0,88,30738589,SY
2621,664,670,risk factor,diabete mellitus,C0035648,C0011849,16,3,123,30738589,RO
2622,753,754,cause by,pain,C0015127,C0030193,1,0,134,30738589,QB
2623,753,756,cause by,trauma,C0015127,C0043251,3,0,134,30738589,QB
2624,753,757,cause by,inflammation,C0015127,C0021368,5,0,134,30738589,QB
2625,763,767,anastomotic leakage,anastomotic site,C0919691,C0677554,9,0,135,30738589,RO
2626,814,817,decompression,treat,C0011117,C0087111,9,0,140,30738589,PAR
2627,977,979,procedure,ileostomy,C0025664,C0020883,4,0,166,30738589,QB
2628,977,980,procedure,colostomy,C0025664,C0009410,6,0,166,30738589,QB
2629,987,990,reoperation rate,reoperation,C0035110,C0035110,12,0,168,30738589,RQ
2630,987,990,reoperation rate,reoperation,C0035110,C0035110,12,0,168,30738589,SY
2631,3,4,low anastomosis,anastomotic leakage,C0677554,C0919691,2,0,0,23665058,RO
2632,29,32,surgical treatment,surgeon,C0543467,C0582175,10,1,4,23665058,RO
2633,42,43,endoscopic treatment,surgical treatment,C0087111,C0543467,9,0,6,23665058,CHD
2634,42,43,endoscopic treatment,surgical treatment,C0087111,C0543467,9,0,6,23665058,RN
2635,51,54,anastomotic leak,anastomotic stricture,C0919691,C0677554,8,2,9,23665058,RO
2636,86,89,anastomotic leak,anastomotic stricture,C0919691,C0677554,8,2,18,23665058,RO
2637,90,92,treatment,stricture,C0039798,C1261287,5,0,19,23665058,QB
2638,120,123,low anastomosis,anastomotic leakage,C0677554,C0919691,10,1,23,23665058,RO
2639,147,152,anastomotic stricture,anastomosis,C0677554,C0332853,14,4,27,23665058,RO
2640,169,171,treatment,septic shock,C0039798,C0036983,8,0,30,23665058,QB
2641,429,434,re-anastomosis,coloanal anastomosis,C0677554,C2985529,13,4,66,23665058,CHD
2642,440,442,re-anastomosis,coloanal anastomosis,C0677554,C2985529,5,4,67,23665058,CHD
2643,453,456,re-anastomosis,coloanal anastomosis,C0677554,C2985529,8,1,69,23665058,CHD
2644,505,506,literature,publication,C0023866,C0034036,4,0,77,23665058,RO
2645,547,550,fistula,crohn's disease,C0016169,C0010346,10,1,84,23665058,RO
2646,639,642,treatment,stricture,C0039798,C1261287,10,0,102,23665058,QB
2647,643,644,local treatment,short stenosis,C0039798,C1261287,4,0,103,23665058,QB
2648,643,646,local treatment,long stricture,C0039798,C1261287,13,0,103,23665058,QB
2649,644,646,short stenosis,long stricture,C1261287,C1261287,8,9,103,23665058,RQ
2650,644,646,short stenosis,long stricture,C1261287,C1261287,8,9,103,23665058,SY
2651,744,745,balloon dilation,endoscopically,C0004704,C0014245,3,0,121,23665058,PAR
2652,744,747,balloon dilation,endoscopy,C0004704,C0014245,11,1,121,23665058,PAR
2653,745,747,endoscopically,endoscopy,C0014245,C0014245,8,3,121,23665058,RQ
2654,745,747,endoscopically,endoscopy,C0014245,C0014245,8,3,121,23665058,SY
2655,781,786,treatment,fistula,C0039798,C0016169,17,0,128,23665058,QB
2656,978,979,literature,publish datum,C0023866,C0034037,2,0,157,23665058,RO
2657,1016,1018,treat,local treatment,C1522326,C0039798,3,0,163,23665058,RO
2658,1030,1032,fistula,crohn's disease,C0016169,C0010346,5,3,167,23665058,RO
2659,1038,1039,rectum,vagina,C0034896,C0042232,2,0,168,23665058,RO
2660,1077,1078,anastomosis,re-anastomosis,C0332853,C0677554,4,0,174,23665058,RO
2661,1125,1126,coloanal anastomosis,stapled anastomosis,C2985529,C0677554,8,0,183,23665058,PAR
2662,25,26,procedure,laparoscopic,C0025664,C0031150,2,0,4,20443150,QB
2663,26,28,laparoscopic,abdominal collection,C0031150,C0000726,5,0,4,20443150,RO
2664,84,86,intestine,late bowel obstruction,C0021853,C0021843,6,0,13,20443150,RO
2665,86,87,late bowel obstruction,internal herniation,C0021843,C0178282,2,0,13,20443150,RO
2666,187,189,gastric antrum,fluoroscopy,C0034193,C0016356,6,0,29,20443150,RO
2667,251,252,nausea,vomiting,C0027497,C0042963,1,0,39,20443150,RO
2668,451,454,endoscopic stent,laparoscopic treatment,C0014245,C0031150,8,1,66,20443150,CHD
2669,451,454,endoscopic stent,laparoscopic treatment,C0014245,C0031150,8,1,66,20443150,RN
2670,541,542,abdominal collection,laparoscopic,C0000726,C0031150,7,0,75,20443150,RO
2671,546,547,nutritional support,parenteral nutrition,C0242739,C0030547,4,0,75,20443150,RQ
2672,546,547,nutritional support,parenteral nutrition,C0242739,C0030547,4,0,75,20443150,CHD
2673,546,547,nutritional support,parenteral nutrition,C0242739,C0030547,4,0,75,20443150,SY
2674,597,600,esophagus,esophageal wall,C0014876,C0506546,8,1,82,20443150,RO
2675,597,600,esophagus,esophageal wall,C0014876,C0506546,8,1,82,20443150,RN
2676,597,600,esophagus,esophageal wall,C0014876,C0506546,8,1,82,20443150,CHD
2677,599,601,staple,staple line,C0185012,C3887591,8,0,82,20443150,RO
2678,605,607,stomach,incisura angularis,C0038351,C0227222,6,0,83,20443150,RN
2679,613,615,gastric fold,gastric flow,C0227199,C0038351,10,0,84,20443150,RO
2680,616,621,mechanical obstruction,narrowing,C0028778,C0332463,17,0,85,20443150,RO
2681,642,645,antrum,pylorus,C0034193,C0034196,6,1,89,20443150,RO
2682,65,71,loop ileostomy,ileostomy,C0023985,C0020883,16,1,8,34994044,PAR
2683,65,71,loop ileostomy,ileostomy,C0023985,C0020883,16,1,8,34994044,RB
2684,157,158,anastomosis',anastomotic',C0332853,C0332854,2,0,22,34994044,RO
2685,188,191,drainage,drain,C0012621,C0013103,7,0,26,34994044,RO
2686,214,218,reversal of ileostomy,ileostomy,C0020883,C0020883,12,4,27,34994044,PAR
2687,214,218,reversal of ileostomy,ileostomy,C0020883,C0020883,12,4,27,34994044,RQ
2688,214,218,reversal of ileostomy,ileostomy,C0020883,C0020883,12,4,27,34994044,CHD
2689,214,218,reversal of ileostomy,ileostomy,C0020883,C0020883,12,4,27,34994044,SY
2690,216,219,patient,patient note,C0030705,C0030705,12,0,27,34994044,RQ
2691,216,219,patient,patient note,C0030705,C0030705,12,0,27,34994044,SY
2692,232,233,interquartile range,non-parametric datum,C1711350,C1709255,4,1,29,34994044,PAR
2693,291,295,long-course neoadjuvant chemoradiotherapy,adjuvant chemotherapy,C3178761,C0085533,6,4,40,34994044,RO
2694,375,379,healing,heal,C0043240,C0043240,15,3,52,34994044,RQ
2695,375,379,healing,heal,C0043240,C0043240,15,3,52,34994044,SY
2696,519,523,ileostomy,reversal of ileostomy,C0020883,C0020883,13,4,71,34994044,PAR
2697,519,523,ileostomy,reversal of ileostomy,C0020883,C0020883,13,4,71,34994044,RQ
2698,519,523,ileostomy,reversal of ileostomy,C0020883,C0020883,13,4,71,34994044,CHD
2699,519,523,ileostomy,reversal of ileostomy,C0020883,C0020883,13,4,71,34994044,SY
2700,4,5,perforation,fistula,C0549099,C0016169,2,0,0,29454791,CHD
2701,4,5,perforation,fistula,C0549099,C0016169,2,0,0,29454791,RN
2702,32,33,perforation,fistulae,C0549099,C0016169,2,0,7,29454791,CHD
2703,32,33,perforation,fistulae,C0549099,C0016169,2,0,7,29454791,RN
2704,50,51,perforation,fistulae,C0549099,C0016169,2,0,9,29454791,CHD
2705,50,51,perforation,fistulae,C0549099,C0016169,2,0,9,29454791,RN
2706,72,73,bladder,urethra,C0005682,C0041967,1,0,12,29454791,RO
2707,72,74,bladder,vagina,C0005682,C0042232,2,1,12,29454791,RO
2708,87,88,endoscopic instrumentation,pathology,C0021632,C0030664,5,0,14,29454791,QB
2709,95,96,perforation,fistulae,C0549099,C0016169,2,0,15,29454791,CHD
2710,95,96,perforation,fistulae,C0549099,C0016169,2,0,15,29454791,RN
2711,147,152,fistulae,fistula tract,C0016169,C0016169,18,0,22,29454791,RQ
2712,147,152,fistulae,fistula tract,C0016169,C0016169,18,0,22,29454791,SY
2713,148,149,endoscopic assessment,assess,C0031809,C1516048,4,0,22,29454791,RO
2714,273,274,surgical,anastomotic site,C0543467,C0677554,1,0,40,29454791,CHD
2715,330,332,surgical,endoscopic,C0543467,C0014245,3,0,49,29454791,RO
2716,399,400,fluoroscopic image,endoscopic placement,C0016356,C0014245,3,0,63,29454791,PAR
2717,399,400,fluoroscopic image,endoscopic placement,C0016356,C0014245,3,0,63,29454791,RO
2718,399,400,fluoroscopic image,endoscopic placement,C0016356,C0014245,3,0,63,29454791,RB
2719,412,417,adverse event,bleeding,C0877248,C0019080,12,0,67,29454791,RO
2720,565,567,endoscopic technique,bariatric procedure,C0025664,C1456587,12,0,96,29454791,QB
2721,570,574,clip,sleeve,C0175722,C0183336,9,0,97,29454791,PAR
2722,636,637,long time,time,C0040223,C0040223,4,0,103,29454791,RQ
2723,636,637,long time,time,C0040223,C0040223,4,0,103,29454791,SY
2724,659,662,length,size,C1444754,C0456389,8,0,106,29454791,PAR
2725,659,662,length,size,C1444754,C0456389,8,0,106,29454791,RB
2726,750,752,endoscopy,endoscope,C0014245,C0014243,8,0,122,29454791,RO
2727,761,764,pressure,needle decompression,C0033095,C0011117,16,0,123,29454791,CHD
2728,782,787,stomach,body,C0038351,C0227230,15,0,127,29454791,RO
2729,782,787,stomach,body,C0038351,C0227230,15,0,127,29454791,RN
2730,782,787,stomach,body,C0038351,C0227230,15,0,127,29454791,CHD
2731,782,788,stomach,antrum,C0038351,C0034193,17,1,127,29454791,RO
2732,782,788,stomach,antrum,C0038351,C0034193,17,1,127,29454791,RN
2733,782,788,stomach,antrum,C0038351,C0034193,17,1,127,29454791,CHD
2734,980,981,bladder,vagina,C0005682,C0042232,1,0,164,29454791,RO
2735,996,997,perforation,fistulae,C0549099,C0016169,2,0,167,29454791,CHD
2736,996,997,perforation,fistulae,C0549099,C0016169,2,0,167,29454791,RN
2737,1030,1034,endoscopic therapy,endoscopic closure,C0014245,C0014245,11,0,174,29454791,RQ
2738,1030,1034,endoscopic therapy,endoscopic closure,C0014245,C0014245,11,0,174,29454791,SY
2739,0,2,anastomotic leak,postoperative complication,C0919691,C0032787,9,2,0,32611514,PAR
2740,83,85,cause of death,death,C0007465,C0011065,3,0,11,32611514,RO
2741,99,104,anastomotic leak,cervical anastomosis,C0919691,C0677554,13,0,13,32611514,RO
2742,104,107,cervical anastomosis,anastomotic leak,C0677554,C0919691,8,4,13,32611514,RO
2743,118,119,etiology,anastomotic leak,C0015127,C0919691,2,0,14,32611514,QB
2744,159,161,route of reconstruction,retrosternal reconstruction,C0020912,C0020912,10,1,19,32611514,SY
2745,218,221,thoracoscopic esophagectomy,robotic esophagectomy,C0085198,C0085198,14,4,24,32611514,PAR
2746,218,221,thoracoscopic esophagectomy,robotic esophagectomy,C0085198,C0085198,14,4,24,32611514,RQ
2747,218,221,thoracoscopic esophagectomy,robotic esophagectomy,C0085198,C0085198,14,4,24,32611514,CHD
2748,218,221,thoracoscopic esophagectomy,robotic esophagectomy,C0085198,C0085198,14,4,24,32611514,SY
2749,292,296,clavicle,left clavicle,C0008913,C0507157,11,0,38,32611514,CHD
2750,292,296,clavicle,left clavicle,C0008913,C0507157,11,0,38,32611514,RN
2751,328,333,sternum,leave clavicle,C0038293,C0507157,9,0,42,32611514,RO
2752,329,333,interclavicular,leave clavicle,C0008913,C0507157,7,0,42,32611514,CHD
2753,329,333,interclavicular,leave clavicle,C0008913,C0507157,7,0,42,32611514,RN
2754,333,338,leave clavicle,sternum,C0507157,C0038293,11,0,42,32611514,RO
2755,333,341,leave clavicle,sternum,C0507157,C0038293,17,1,42,32611514,RO
2756,338,340,sternum,manubrium,C0038293,C0024764,3,1,42,32611514,RO
2757,338,340,sternum,manubrium,C0038293,C0024764,3,1,42,32611514,RN
2758,338,340,sternum,manubrium,C0038293,C0024764,3,1,42,32611514,CHD
2759,340,341,manubrium,sternum,C0024764,C0038293,3,1,42,32611514,PAR
2760,340,341,manubrium,sternum,C0024764,C0038293,3,1,42,32611514,RO
2761,340,341,manubrium,sternum,C0024764,C0038293,3,1,42,32611514,RB
2762,343,345,clavicle,left clavicle,C0008913,C0507157,5,1,43,32611514,CHD
2763,343,345,clavicle,left clavicle,C0008913,C0507157,5,1,43,32611514,RN
2764,361,364,undernutrition status,treatment,C0162429,C0039798,10,8,45,32611514,AQ
2765,384,386,smoke,cigarette,C0037369,C0677453,7,0,49,32611514,RO
2766,384,390,smoke,smoking,C0037369,C0037369,20,0,49,32611514,RQ
2767,384,390,smoke,smoking,C0037369,C0037369,20,0,49,32611514,SY
2768,386,391,cigarette,smoking,C0677453,C0037369,13,0,49,32611514,RO
2769,446,447,postoperative complication,complication,C0032787,C0009566,9,9,59,32611514,PAR
2770,446,447,postoperative complication,complication,C0032787,C0009566,9,9,59,32611514,RO
2771,446,447,postoperative complication,complication,C0032787,C0009566,9,9,59,32611514,RB
2772,447,449,complication,Complications,C0009566,C0009566,5,2,59,32611514,RN
2773,447,449,complication,Complications,C0009566,C0009566,5,2,59,32611514,RB
2774,458,463,Complications,postoperative complication,C0009566,C0032787,9,0,60,32611514,CHD
2775,458,463,Complications,postoperative complication,C0009566,C0032787,9,0,60,32611514,RO
2776,458,463,Complications,postoperative complication,C0009566,C0032787,9,0,60,32611514,RN
2777,488,489,p value,statistical significance,C1709380,C0237881,4,0,64,32611514,RO
2778,503,504,univariate analysis,multivariate logistic regression analysis,C0026777,C0026777,4,0,67,32611514,RQ
2779,503,504,univariate analysis,multivariate logistic regression analysis,C0026777,C0026777,4,0,67,32611514,SY
2780,569,570,endoscopic mucosal resection,endoscopic submucosal dissection,C1700928,C1700929,2,4,82,32611514,RO
2781,620,624,upper thoracic,low thoracic,C0729233,C0729233,5,0,94,32611514,RQ
2782,620,624,upper thoracic,low thoracic,C0729233,C0729233,5,0,94,32611514,SY
2783,631,632,chemotherapy,crt,C0013216,C0436307,1,4,94,32611514,CHD
2784,631,633,chemotherapy,chemoradiotherapy,C0013216,C0436307,2,1,94,32611514,CHD
2785,632,633,crt,chemoradiotherapy,C0436307,C0436307,1,4,94,32611514,SY
2786,636,637,copd,chronic obstructive pulmonary disease,C0024117,C0024117,1,8,94,32611514,RQ
2787,636,637,copd,chronic obstructive pulmonary disease,C0024117,C0024117,1,8,94,32611514,SY
2788,711,716,anastomotic leak by CT,anastomotic leak,C0919691,C0919691,8,0,112,32611514,SY
2789,765,768,tia,TIA,C0007787,C0007787,6,8,120,32611514,RQ
2790,765,768,tia,TIA,C0007787,C0007787,6,8,120,32611514,SY
2791,774,780,statistically significant,p value,C0237881,C1709380,17,0,122,32611514,RO
2792,781,782,univariate analysis,multivariate analysis,C0026777,C0026777,4,0,122,32611514,RQ
2793,781,782,univariate analysis,multivariate analysis,C0026777,C0026777,4,0,122,32611514,SY
2794,794,798,upper thoracic,low thoracic,C0729233,C0729233,5,0,126,32611514,RQ
2795,794,798,upper thoracic,low thoracic,C0729233,C0729233,5,0,126,32611514,SY
2796,800,801,copd,chronic obstructive pulmonary disease,C0024117,C0024117,1,8,126,32611514,RQ
2797,800,801,copd,chronic obstructive pulmonary disease,C0024117,C0024117,1,8,126,32611514,SY
2798,822,824,retrosternal reconstruction,mediastinal reconstruction,C0020912,C0020912,7,1,130,32611514,SY
2799,828,829,potential,risk,C3245505,C0035647,1,0,131,32611514,RO
2800,989,991,anastomotic leak,staple anastomosis,C0919691,C0677554,8,2,152,32611514,RO
2801,989,992,anastomotic leak,anastomotic condition,C0919691,C0677554,12,9,152,32611514,RO
2802,991,992,staple anastomosis,anastomotic condition,C0677554,C0677554,3,4,152,32611514,SY
2803,1055,1057,anastomotic leak,cervical anastomotic leak,C0919691,C0919691,6,2,160,32611514,SY
2804,1116,1119,anastomotic leak,anastomosis method,C0919691,C0677554,5,9,169,32611514,RO
2805,1147,1149,anastomosis,cervical anastomosis,C0332853,C0677554,5,2,174,32611514,RO
2806,1172,1175,predictor,predictive factor,C2698872,C0683956,13,0,177,32611514,CHD
2807,1182,1183,patient,people,C0030705,C0027361,4,0,179,32611514,PAR
2808,100,108,postoperative,postoperatively,C0032790,C0032790,18,0,15,33559098,RQ
2809,100,108,postoperative,postoperatively,C0032790,C0032790,18,0,15,33559098,SY
2810,113,116,pt tumor,pta tumor,C0027651,C0027651,4,0,16,33559098,RQ
2811,113,116,pt tumor,pta tumor,C0027651,C0027651,4,0,16,33559098,SY
2812,113,116,pt tumor,pta tumor,C0027651,C0027651,4,0,16,33559098,RO
2813,174,181,complication,Complications,C0009566,C0009566,13,2,27,33559098,RN
2814,174,181,complication,Complications,C0009566,C0009566,13,2,27,33559098,RB
2815,50,51,treatment,morbid obesity,C0039798,C0028756,2,0,9,32291705,QB
2816,166,168,procedure,operate room,C0025664,C0029064,10,0,26,32291705,QB
2817,166,169,procedure,general anesthesia,C0025664,C0002915,13,0,26,32291705,QB
2818,166,170,procedure,endoscopic,C0025664,C0014245,18,0,26,32291705,QB
2819,419,420,intent,objective,C0162425,C0018017,4,1,70,32291705,PAR
2820,419,420,intent,objective,C0162425,C0018017,4,1,70,32291705,RO
2821,419,420,intent,objective,C0162425,C0018017,4,1,70,32291705,RB
2822,424,428,treatment,fibrosis,C0039798,C0016059,10,0,71,32291705,QB
2823,436,439,small fistula,fistula,C0016169,C0016169,6,3,72,32291705,RQ
2824,436,439,small fistula,fistula,C0016169,C0016169,6,3,72,32291705,SY
2825,436,441,small fistula,fistula,C0016169,C0016169,10,0,72,32291705,RQ
2826,436,441,small fistula,fistula,C0016169,C0016169,10,0,72,32291705,SY
2827,572,575,endoscope,endoscopy,C0014243,C0014245,10,3,92,32291705,RO
2828,8,11,anastomotic defect,anastomotic salvage,C0677554,C0677554,5,1,1,34495386,SY
2829,40,41,evaluate,assess,C0220825,C1516048,2,1,6,34495386,RO
2830,319,320,metamizol,nonsteroidal anti-inflammatory drug,C0012586,C0003211,1,2,52,34495386,PAR
2831,319,320,metamizol,nonsteroidal anti-inflammatory drug,C0012586,C0003211,1,2,52,34495386,RB
2832,431,432,p-value < 0.05,statistically significant,C1709380,C0237881,3,0,74,34495386,RO
2833,444,449,anastomosis,anastomotic repair,C0332853,C0677554,14,2,78,34495386,RO
2834,515,518,anastomosis,anastomotic repair,C0332853,C0677554,6,2,89,34495386,RO
2835,576,577,evaluate,assess,C0220825,C1516048,2,1,99,34495386,RO
2836,592,593,anastomosis,anastomotic defect,C0332853,C0677554,5,4,101,34495386,RO
2837,718,720,treatment,anastomotic leak,C0039798,C0919691,6,0,122,34495386,QB
2838,718,721,treatment,fistula,C0039798,C0016169,9,0,122,34495386,QB
2839,803,807,aetiology,ischaemia,C0015127,C0022116,9,0,136,34495386,QB
2840,811,812,procedure,clinical practice,C0025664,C0032929,5,0,137,34495386,QB
2841,822,823,operation,laparotomy,C0543467,C0023038,2,4,139,34495386,CHD
2842,867,873,technique,autopsy,C0025664,C0004398,17,0,146,34495386,QB
2843,1,4,complication,adverse event,C0009566,C0877248,8,2,0,35132569,RO
2844,142,146,staple line,staple,C3887591,C0185012,10,0,22,35132569,RO
2845,160,161,conservative treatment,endoscopic technique,C0459914,C0025664,2,0,24,35132569,AQ
2846,214,218,endoscopic technique,bariatric surgery,C0025664,C1456587,15,0,32,35132569,QB
2847,225,230,Bariatric Surgery,bariatric surgery,C1456587,C1456587,9,4,33,35132569,RQ
2848,225,230,Bariatric Surgery,bariatric surgery,C1456587,C1456587,9,4,33,35132569,SY
2849,244,249,endoscopic technique,meta-analyse,C0025664,C0920317,13,0,36,35132569,RN
2850,309,310,bariatric,Metabolic Surgery,C1720907,C1456587,2,0,48,35132569,RO
2851,325,327,institutional review,ethic committee,C0086911,C0085546,7,1,50,35132569,PAR
2852,333,336,surgical,placement,C0543467,C0021107,7,1,52,35132569,CHD
2853,333,336,surgical,placement,C0543467,C0021107,7,1,52,35132569,RN
2854,362,368,endoscopic,surgical,C0014245,C0543467,14,0,57,35132569,RO
2855,374,379,stente,stent,C0038257,C0038257,10,3,59,35132569,SY
2856,408,414,stent,self-expandable stent,C0038257,C4042807,18,0,64,35132569,CHD
2857,434,441,self-expandable stent,stent,C4042807,C0038257,16,0,66,35132569,PAR
2858,439,443,stent management,leak management,C0001554,C0001554,7,0,66,35132569,SY
2859,485,487,assessment,assess,C0031809,C1516048,6,1,74,35132569,RO
2860,591,594,"meta-analysis
table",meta-analysis,C0282458,C0282458,12,0,95,35132569,SY
2861,979,981,cause of death,mortality rate,C0007465,C0026565,5,3,171,35132569,PAR
2862,979,981,cause of death,mortality rate,C0007465,C0026565,5,3,171,35132569,RQ
2863,1056,1058,perforation,fistula,C0549099,C0016169,3,3,186,35132569,CHD
2864,1056,1058,perforation,fistula,C0549099,C0016169,3,3,186,35132569,RN
2865,1058,1064,fistula,perforation,C0016169,C0549099,14,0,186,35132569,PAR
